Title,Price,Views,Watched,Link
2018 Pivot Mach 5.5 10th Anniversary XT/XTR i9 *Price drop*,4200,852,7,https://www.pinkbike.com/buysell/3440975/
2021 Enve M7 carbon bar - 800mm,110,17,1,https://www.pinkbike.com/buysell/3569627/
2018 Specialized command post carbon,80,806,5,https://www.pinkbike.com/buysell/3250456/
2019 Shimano XTR Di2 11 speed groupset,475,420,15,https://www.pinkbike.com/buysell/3516121/
2021 WTB Silverado Santa Cruz saddle,75,279,4,https://www.pinkbike.com/buysell/3516136/
2022 Fox Transfer 200mm Dropper,300,214,4,https://www.pinkbike.com/buysell/3516110/
2022 Kona Wah Wah 2 Alloy,70,258,7,https://www.pinkbike.com/buysell/3516146/
2022 Specialized S-Works Kenevo SL,11000,403,6,https://www.pinkbike.com/buysell/3523399/
2022 Enve M6 65mm stem,200,125,3,https://www.pinkbike.com/buysell/3526570/
Kinetic Kurt Road Machine Fluid Bike Trainer,120,24,0,https://www.pinkbike.com/buysell/3554335/
Niner EMD9,700,473,4,https://www.pinkbike.com/buysell/3497922/
2022 Enve 35mm x 35mm carbon stem,200,316,8,https://www.pinkbike.com/buysell/3516122/
Specialized Epic M5 Medium Alluminum Frame 26,800,41,0,https://www.pinkbike.com/buysell/3564973/
2022 TRP 12s Derailleur and shifter,150,33,1,https://www.pinkbike.com/buysell/3566257/
Mullet,589,97,3,https://www.pinkbike.com/buysell/3555002/
Hope Pro 4 / Recon Pro / 27.5 / Driver Options,1089,60,0,https://www.pinkbike.com/buysell/3554981/
2022 Specialized Epic Evo Pro - Like New!,7100,394,12,https://www.pinkbike.com/buysell/3552749/
Industry Nine / Easton ARC Gravel Wheelset / Options,779,320,2,https://www.pinkbike.com/buysell/3460255/
2022 Specialized Levo SL Carbon Custom AXS Factory,8250,189,2,https://www.pinkbike.com/buysell/3553028/
2023 Specialized S Works Prevail 3 Size Medium White,250,110,1,https://www.pinkbike.com/buysell/3553025/
2021 Specialized S-WORKS Tarmac SL7 Sagan Dura Ace,12000,231,2,https://www.pinkbike.com/buysell/3552752/
2022 Brand new SHIMANO 12 Speed XTR Rear Derailleur 51T,220,96,4,https://www.pinkbike.com/buysell/3553048/
Industry Nine Torch / Falcon Pro Wheelset / XDR,1089,483,4,https://www.pinkbike.com/buysell/3452578/
Hope Pro 4 / Stans Flow MK4 / Color / Driver Option,589,576,6,https://www.pinkbike.com/buysell/3464774/
Hope Pro 4 / Spank 350 Wheelset / Driver Option,589,239,4,https://www.pinkbike.com/buysell/3478442/
Hope Pro 4 / Easton ARC Gravel Wheelset / Options,589,324,3,https://www.pinkbike.com/buysell/3461931/
2021 Specialized Epic Expert,4200,147,3,https://www.pinkbike.com/buysell/3567999/
"2019 29"" Stan's Flow MK3 Wheel Set - Brand New",350,133,5,https://www.pinkbike.com/buysell/3559664/
"2023 light bicycle EN431 24"" carbon rims",250,98,2,https://www.pinkbike.com/buysell/3547033/
2022 GIRO Montaro MIPS S,110,74,0,https://www.pinkbike.com/buysell/3532576/
2022 Brand new White Industries M15 rear hub,300,712,6,https://www.pinkbike.com/buysell/3334609/
2022 DT Swiss XR 1700 25mm Spline Alloy Disc,800,116,2,https://www.pinkbike.com/buysell/3532561/
2023 Fox Float x2 Trunnion 205x65,500,116,0,https://www.pinkbike.com/buysell/3525960/
2022 HELMET POC KORTAL,150,108,0,https://www.pinkbike.com/buysell/3532579/
2021 POC KORTAL,220,69,2,https://www.pinkbike.com/buysell/3554250/
2022 Polished ASTRAL SOLSTICE wheelset,1500,111,1,https://www.pinkbike.com/buysell/3532552/
2022 Otso Waheela C Custom Shop Build,6000,641,4,https://www.pinkbike.com/buysell/3476685/
2021 Kona Rove AL 650,800,284,3,https://www.pinkbike.com/buysell/3555307/
2019 Specialied Chisel Frame w/ Wolftooth Geoadjust Headset,430,768,15,https://www.pinkbike.com/buysell/3546902/
2021 Specialized Stumpjumper Comp Alloy,2350,42,1,https://www.pinkbike.com/buysell/3568231/
Shimano Saint Clipless Pedals M820,65,9,0,https://www.pinkbike.com/buysell/3569626/
2021 Schwalbe Pro One EVo TLE tubeless tires set of 2,150,247,2,https://www.pinkbike.com/buysell/3495676/
2020 Look 795 Blade RS Frameset - Size Large,1500,172,6,https://www.pinkbike.com/buysell/3541313/
2022 Specialized S Works Aethos 49cm SRAM Red eTap,14000,745,3,https://www.pinkbike.com/buysell/3483364/
2021 Moots OBO Vamoots Disc RSL Shimano Dura Ace Excellent,6999,1116,6,https://www.pinkbike.com/buysell/3476605/
2021 Raaw Jibb - Large,2200,220,4,https://www.pinkbike.com/buysell/3534600/
2022 Specialized Turbo Vado 4.0 SL eBike medium,3850,229,0,https://www.pinkbike.com/buysell/3521067/
"2020 Megatower CC LIMITED ""FRYSAUCE"" EDITION XL",6500,9150,17,https://www.pinkbike.com/buysell/3007381/
"2020 Megatower CC LIMITED ""FRYSAUCE""  XL",2500,560,6,https://www.pinkbike.com/buysell/3506343/
2023 Trek Roscoe 9,1975,90,1,https://www.pinkbike.com/buysell/3564545/
2023 Trek Roscoe 9 (XL),1975,64,2,https://www.pinkbike.com/buysell/3564546/
2020 Norco Sight C,2000,280,2,https://www.pinkbike.com/buysell/3544537/
2020 X-Fusion Manic 150mm,100,348,1,https://www.pinkbike.com/buysell/3463028/
"2020 Norco Sight C 29""",3300,1120,6,https://www.pinkbike.com/buysell/3463016/
Chris king iso rear hub 157x12 XD driver,400,20,2,https://www.pinkbike.com/buysell/3569625/
2016 Trek Emonda SL5 WSD Size 50 Di2 Carbon wheels,2300,20,0,https://www.pinkbike.com/buysell/3562029/
2022 Fox 36 Rhythm 160 Takeoff,400,400,6,https://www.pinkbike.com/buysell/3517981/
2020 Salsa Rustler,2200,39,0,https://www.pinkbike.com/buysell/3551787/
2021 Pivot Stem,40,20,0,https://www.pinkbike.com/buysell/3568192/
2021 Raceface Turbine,40,35,1,https://www.pinkbike.com/buysell/3568198/
2021 Lynskey R300 titanium framset,1000,89,2,https://www.pinkbike.com/buysell/3564321/
2018 Norco Optic C1,2850,270,7,https://www.pinkbike.com/buysell/3531916/
2018 Fox DPX2 Performance Elite 205x57.5 rear shock,100,169,6,https://www.pinkbike.com/buysell/3520652/
"2023 Rocky Mountain Instinct MX, XX1 eeWings, Race Face",6999,160,2,https://www.pinkbike.com/buysell/3559873/
2019 Specialized Stumpjumper ST Comp Alloy,1750,64,1,https://www.pinkbike.com/buysell/3561347/
2022 Shimano SLX boost crankset 175mm,60,163,1,https://www.pinkbike.com/buysell/3529779/
2021 Propain Tyee CF 29 XL Custom Build,3800,306,0,https://www.pinkbike.com/buysell/3564754/
2016 Yeti ARC L Carbon Hardtail (carbon rims),2800,673,1,https://www.pinkbike.com/buysell/3422621/
2020 Fox Float X2 (Trunnion),330,560,4,https://www.pinkbike.com/buysell/3309155/
2018 Diamondback Clutch 2 (Release),1300,567,2,https://www.pinkbike.com/buysell/3436883/
2023 Santa Cruz Hightower CS Factory 36 Large,5999,103,2,https://www.pinkbike.com/buysell/3562559/
2021 Transition Spur Frame Medium Fox Factory DPS Shock,2700,351,4,https://www.pinkbike.com/buysell/3563223/
2023 Megatower V2 CC,7500,381,2,https://www.pinkbike.com/buysell/3562854/
2020 Fox X2,350,151,0,https://www.pinkbike.com/buysell/3518916/
2016 Trek Session 9.9 RSL,3500,305,2,https://www.pinkbike.com/buysell/3521630/
2023 RockShox Super Deluxe Ultimate RC2T 190x45,599,660,15,https://www.pinkbike.com/buysell/3453550/
2023 Starling Murmur Stainless,2300,313,7,https://www.pinkbike.com/buysell/3553832/
2023 Nukeproof Mega 290 Elite,4200,133,5,https://www.pinkbike.com/buysell/3563993/
"2021 Medium Rocky Mountain Altitude C70, lots of upgrades",4800,97,0,https://www.pinkbike.com/buysell/3556976/
2022 Slash 9.8 XT,3800,513,9,https://www.pinkbike.com/buysell/3483933/
2022 Trek �monda SL 7 Disc eTap,6499,128,0,https://www.pinkbike.com/buysell/3512543/
2020 Carbon Remedy,3200,41,0,https://www.pinkbike.com/buysell/3556540/
2020 Carbon Remedy,3200,42,0,https://www.pinkbike.com/buysell/3556540/
2020 Raceface 150mm Dropper Post 31.6,200,22,0,https://www.pinkbike.com/buysell/3550596/
2019 SDG Tellis 170mm 31.6mm,100,642,0,https://www.pinkbike.com/buysell/3367593/
2023 CHARGER 3 ZEB Ultimate with Buttercups,950,295,7,https://www.pinkbike.com/buysell/3532574/
2021 Fox 36 performance,350,626,2,https://www.pinkbike.com/buysell/3493094/
2019 YT Capra L 29,700,4227,4,https://www.pinkbike.com/buysell/3345046/
2021 Pristine commencal absolut dream build,1200,919,6,https://www.pinkbike.com/buysell/3528986/
2021 Specialized Status 160 Dream Build,4000,888,2,https://www.pinkbike.com/buysell/3498659/
2020 Roval Traverse SL Carbon rims 29,650,95,5,https://www.pinkbike.com/buysell/3564709/
2022 Specialized Kenevo SL E-Mtb,4500,207,3,https://www.pinkbike.com/buysell/3564409/
"2019 Yeti SB150 Turq 29 size Large, carbon, mountain bike",1800,159,1,https://www.pinkbike.com/buysell/3564407/
2022 Santa Cruz Blur CC XO1 AXS Reserved,5600,251,8,https://www.pinkbike.com/buysell/3564408/
2018 Felt IA10 Tri Bike 58cm with Alpha One Carbon Cockpit,3200,73,0,https://www.pinkbike.com/buysell/3564406/
2018 Fox DHX2 Factory w/ SLS Spring (Trunnion),480,469,5,https://www.pinkbike.com/buysell/3424551/
2021 DVO Topaz T3 Air Trunnion (205x60 / 205x65),320,413,9,https://www.pinkbike.com/buysell/3432112/
2017 Vorsprung Rockshox Super Deluxe RCT,290,343,3,https://www.pinkbike.com/buysell/3327872/
2018 Rockshox Deluxe,120,507,2,https://www.pinkbike.com/buysell/3022661/
Rockshox Super Deluxe Ultimate Vorsprung,290,958,6,https://www.pinkbike.com/buysell/3121027/
2022 Trek Top Fuel 9.9 Medium,5500,540,7,https://www.pinkbike.com/buysell/3488659/
2023 Devinci Spartan C29 XTR 12s - Medium - XTR,8800,325,3,https://www.pinkbike.com/buysell/3486341/
2023 Supercaliber,6499,531,6,https://www.pinkbike.com/buysell/3520016/
2021 Jamis Portal C3,4500,304,1,https://www.pinkbike.com/buysell/3475112/
2020 Lyrik Select Plus with ACS3 Coil,400,241,9,https://www.pinkbike.com/buysell/3538285/
2021 Transition PBJ Long (Aqua Blue),1600,106,2,https://www.pinkbike.com/buysell/3559494/
2023 Santa Cruz 5010 X01 AXS Reserve Carbon Wheels,7950,233,0,https://www.pinkbike.com/buysell/3562389/
2022 Medium Transition Patrol (MX) w/ PUSH 11-6 coil,6775,182,1,https://www.pinkbike.com/buysell/3552974/
2022 Barely Ridden Medium Revel Rail 27.5 w/ PUSH 11-6 coil,6375,183,2,https://www.pinkbike.com/buysell/3552959/
Formula R1 Racing Carbon Brakes,200,1318,5,https://www.pinkbike.com/buysell/3518992/
"2018 ibis mojo 3, large",4000,201,0,https://www.pinkbike.com/buysell/3499174/
2022 Shimano Ultegra 8020 Disc Full Build Kit Brand New,900,75,0,https://www.pinkbike.com/buysell/3565564/
"2022 Race Face Next R 31 29�  NEW IN BOX, Boost/142/157",1050,447,9,https://www.pinkbike.com/buysell/3521714/
2018 Rockshox Lyrik RCT3,300,12,0,https://www.pinkbike.com/buysell/3569616/
2020 Trek Madone SLR 6 54 cm,6200,136,0,https://www.pinkbike.com/buysell/3561168/
2018 BMC TimeMachine TM01 (MEDIUM),2700,66,1,https://www.pinkbike.com/buysell/3568173/
2021 Specialized Fuse Expert 29,1600,17,0,https://www.pinkbike.com/buysell/3569615/
2021 Ks rage i,50,957,2,https://www.pinkbike.com/buysell/3151476/
2021 Fox 36 Performance Elite 150mm,500,188,8,https://www.pinkbike.com/buysell/3553906/
2017 Evil Wreckoning,1200,39,1,https://www.pinkbike.com/buysell/3569614/
2023 Crankbrother Stamp BOA,80,51,1,https://www.pinkbike.com/buysell/3561198/
2022 Specialized s-works Levo,11000,12,0,https://www.pinkbike.com/buysell/3569613/
"2020 Specialized Stumpjumper Expert Carbon, Size L",3199,848,14,https://www.pinkbike.com/buysell/3497904/
2021 Pivot Mach 6 Small,5500,800,4,https://www.pinkbike.com/buysell/3415624/
2022 27.5 Fischer Ranger 130 alpine touring ski boot,300,316,0,https://www.pinkbike.com/buysell/3530837/
2021 Crank Brothers Synthesis Enduro Mullet wheels DT 350,1150,711,9,https://www.pinkbike.com/buysell/3448439/
2020 Kona Operator CR upgraded used 7X w/ many new parts,2895,996,13,https://www.pinkbike.com/buysell/3489532/
2022 2X Brand new Shimano N04C finned metallic pads,75,292,3,https://www.pinkbike.com/buysell/3466980/
2021 5 Brand new hats (Smith - DVO - Giant Bicycles),9,909,1,https://www.pinkbike.com/buysell/3368409/
2023 Brand new Cane Creek 40 ZS44 ZS56 tapered headset,70,115,1,https://www.pinkbike.com/buysell/3540146/
Lezyne Femto Drive rear red LED light,5,2649,3,https://www.pinkbike.com/buysell/3201748/
"2022 New Mavic EX630 tubeless DH 29"" wheelset 6-bolt",365,1097,1,https://www.pinkbike.com/buysell/3339669/
2023 Brand new Shimano XTR PD-M9120 trail SPD pedals,165,126,0,https://www.pinkbike.com/buysell/3540126/
"2020 Kona Operator CR medium carbon 29"" or Mullet",1750,236,3,https://www.pinkbike.com/buysell/3534259/
"2022 New DT Swiss XM 1700 disc wheels 36t ratchet 29""",650,70,3,https://www.pinkbike.com/buysell/3561695/
2022 New Sram Code RSC brakes w/ Rainbow hardware,375,68,4,https://www.pinkbike.com/buysell/3561711/
2022 Brand new Sram GX Carbon Dub 175mm cranks,165,108,6,https://www.pinkbike.com/buysell/3557275/
2022 Brand new Shimano SM-RT800 180mm Centerlock rotors,45,29,3,https://www.pinkbike.com/buysell/3561768/
2021 Poseidon Dropbar Redwood Matte Green,700,27,0,https://www.pinkbike.com/buysell/3569612/
2022 New Sram GX Eagle XG-1275 10-52t cassette 12-speed,170,48,6,https://www.pinkbike.com/buysell/3561760/
2020 Oakley Fp 115L Roller travel gear bag $350 MSRP,60,2732,2,https://www.pinkbike.com/buysell/3197371/
2020 Specialized Demo,3500,929,13,https://www.pinkbike.com/buysell/3537088/
2021 Bontrager Line Elite 30 - 108 POE,475,959,15,https://www.pinkbike.com/buysell/3487558/
2022 DVO Prorate Coil,95,13,0,https://www.pinkbike.com/buysell/3569611/
2023 Stumpy Evo w/RideWrap,2990,177,3,https://www.pinkbike.com/buysell/3546063/
2022 POC Tectal Race Spin size XL,50,243,2,https://www.pinkbike.com/buysell/3507670/
2022 Specialized Stumpjumper Evo Comp Small RideWraped,2990,698,0,https://www.pinkbike.com/buysell/3523604/
2021 Niner RLT RDO 53 cm,1300,115,6,https://www.pinkbike.com/buysell/3560305/
2022 Specialized Stumpjumper,3900,449,9,https://www.pinkbike.com/buysell/3538795/
2022 Trek Farley 9.6 Size Small,2500,314,4,https://www.pinkbike.com/buysell/3509446/
2019 Sram XO derailleur,75,13,0,https://www.pinkbike.com/buysell/3569609/
2019 Liv Hail Advanced 1,2600,104,1,https://www.pinkbike.com/buysell/3538474/
2020 Framed fat bike with upgrades,1500,37,1,https://www.pinkbike.com/buysell/3565719/
2021 Rockshox Deluxe Select +,150,91,0,https://www.pinkbike.com/buysell/3530160/
2021 Tektro HD-M745,90,46,2,https://www.pinkbike.com/buysell/3563468/
2021 COMMENCAL META AM 29,3500,734,6,https://www.pinkbike.com/buysell/3482178/
2021 Trek Top Fuel,5200,170,0,https://www.pinkbike.com/buysell/3487669/
2022 Specialized SWorks Enduro(custom build),5000,347,3,https://www.pinkbike.com/buysell/3555710/
Bontrger xxx round road handlebar,250,243,0,https://www.pinkbike.com/buysell/3462739/
2020 MONDRAKER FOXY RR SL (FULL AXS),6200,1439,2,https://www.pinkbike.com/buysell/3360053/
2020 Roval CLX 50,1499,749,5,https://www.pinkbike.com/buysell/3417512/
2022 Forestal Siryon,10500,16,0,https://www.pinkbike.com/buysell/3569606/
JET BMX ACCELERATOR PRO XL BMX RACE,200,16,0,https://www.pinkbike.com/buysell/3569605/
2021 Yeti SB130 TLR - Large - Ride Wrapped,4000,469,10,https://www.pinkbike.com/buysell/3544327/
2020 YT Capra Shred,2700,175,0,https://www.pinkbike.com/buysell/3560448/
Industry nine trail carbon 280 wheelset,1300,3665,37,https://www.pinkbike.com/buysell/3232873/
"2020 Yeti SB140 TURQ T1 27.5"" Med Coil Shock",4600,123,0,https://www.pinkbike.com/buysell/3560903/
2020 Fox Float Factory DPX2 210x55 mm,275,74,2,https://www.pinkbike.com/buysell/3562840/
2021 DT SWISS END CAPS,45,1351,0,https://www.pinkbike.com/buysell/3070537/
2017 SPECIALIZED DEMO REAR LINK,75,1673,0,https://www.pinkbike.com/buysell/2993624/
2018 Yeti SB5.5 Turq T2 build,4300,3702,26,https://www.pinkbike.com/buysell/3187185/
2021 BMC Two Stroke 20lbs.,4500,191,2,https://www.pinkbike.com/buysell/3557811/
"2022 Giant stance 1 27.5""",1300,197,3,https://www.pinkbike.com/buysell/3560919/
2023 Forbidden dreadnaught xtr,6000,17,0,https://www.pinkbike.com/buysell/3569604/
2023 SRAM XG-1275 Eagle 12-speed 10-52T cassette - NEW,150,18,1,https://www.pinkbike.com/buysell/3569603/
2021 Large Specialized Levo E Bike,1500,169,6,https://www.pinkbike.com/buysell/3567997/
2021 Trek Remedy 9.8 * price reduced*,4200,119,3,https://www.pinkbike.com/buysell/3554912/
2019 9.9 Trek Session *price reduced *,4200,313,3,https://www.pinkbike.com/buysell/3554858/
NEW!! RockShox Reverb AXS Dropper Seatpost with Remote,645,75,5,https://www.pinkbike.com/buysell/3560254/
2013 Masi Evoluzione Dura Ace 11 Speed Di2 Road bike,2000,35,1,https://www.pinkbike.com/buysell/3565113/
2015 Cannondale SuperX SRAM Force,1500,404,4,https://www.pinkbike.com/buysell/3549643/
2019 Custom built Dartmoor player,1000,279,0,https://www.pinkbike.com/buysell/3470235/
2020 Revel Rascal Onyx wheels black large,4900,72,1,https://www.pinkbike.com/buysell/3569601/
2018 ENVE M70 HV Chris King 27.5 Wheelset,1000,383,3,https://www.pinkbike.com/buysell/3522813/
2021 Specialized Turbo Levo Electric Mountain Bike,1900,142,5,https://www.pinkbike.com/buysell/3567897/
2014 SANTA CRUZ TALLBOY 29 LT Size L,1100,183,3,https://www.pinkbike.com/buysell/3551827/
2020 SCOTT RANSOM TUNED CARBON L,4000,38,0,https://www.pinkbike.com/buysell/3566966/
2022 Sram GX AXS upgrade kit,500,28,0,https://www.pinkbike.com/buysell/3566970/
2021 Specialized Turbo Levo Comp EMTB,1800,128,6,https://www.pinkbike.com/buysell/3567966/
2022 Absolute Black Oval 30t Sram Boost,45,22,1,https://www.pinkbike.com/buysell/3569598/
2021 Shimano XT Crankset - 170mm Arms,110,42,5,https://www.pinkbike.com/buysell/3568179/
2021 Shimano XT Group 12 speed -,225,86,2,https://www.pinkbike.com/buysell/3568176/
2022 Fox 38 170mm Rhythm - Black,650,29,1,https://www.pinkbike.com/buysell/3568174/
SRAM/Avid 160 mm rotors (pair),15,70,2,https://www.pinkbike.com/buysell/3540609/
"Tires, Schwalbe Continental Maxxis",30,77,0,https://www.pinkbike.com/buysell/3550146/
Wanted Carbon Hardtail 29er,1,77,0,https://www.pinkbike.com/buysell/3552236/
2017 Guerrilla Gravity Megatrail,2000,310,3,https://www.pinkbike.com/buysell/3499755/
2020 BMC Fourstroke 01 Three Carbon,4000,323,4,https://www.pinkbike.com/buysell/3538721/
2020 BMC Fourstroke 01 Two Carbon,5000,209,1,https://www.pinkbike.com/buysell/3538701/
"2020 Santacruz Hightower CC, Reserve, AXS XX1",6000,1631,11,https://www.pinkbike.com/buysell/3388749/
2021 Pivot Firebird - Pro XT/XTR Coil,6499,461,4,https://www.pinkbike.com/buysell/3498955/
"2022 SpokeX SX310 w/ I9 Hydra Classic Carbon wheels 29""",1200,44,2,https://www.pinkbike.com/buysell/3563385/
2021 Liv Tempt 4 XS 27.5 w/ upgraded parts,500,47,2,https://www.pinkbike.com/buysell/3563334/
2022 Specialized Roval Traverse 29 Carbon Wheelset,975,24,2,https://www.pinkbike.com/buysell/3569596/
2020 Custom Build  Mondraker Foxy RR 29er,3100,32,0,https://www.pinkbike.com/buysell/3569595/
2022 Roval Alpinist Seatpost (27.2/360mm),175,21,0,https://www.pinkbike.com/buysell/3568109/
2023 S-Works Power (143),250,29,0,https://www.pinkbike.com/buysell/3568107/
2019 S-Works Carbon Rib Cages (2),70,23,0,https://www.pinkbike.com/buysell/3568113/
Baum Corretto,9200,548,1,https://www.pinkbike.com/buysell/3509612/
2022 Transition Scout aluminium frame,1150,291,9,https://www.pinkbike.com/buysell/3562676/
2018 Canyon Torque,1550,108,0,https://www.pinkbike.com/buysell/3563745/
2020 29er wheels -- DT Swiss 350 hubs / XM481 rims,500,158,6,https://www.pinkbike.com/buysell/3554704/
2023 Fox Float DPS Performance 210x55,225,67,1,https://www.pinkbike.com/buysell/3559404/
2023 SRAM G2 RSC brakes with rotors,325,48,0,https://www.pinkbike.com/buysell/3560512/
